qseqid	sseqid	Gene_catalogue	Enzyme
k117_228995_1	68194.JNXR01000052_gene2730	k117_228995_1_SUL-F	deoB
k117_229534_1	1245475.ANAE01000007_gene4488	k117_229534_1_SUL-F	guaB
k117_231694_5	284034649	k117_231694_5_SUL-F	phoP
k117_232129_1	A0A537ST22	k117_232129_1_SUL-F	pstB
k117_23215_3	1380355.JNIJ01000032_gene3371	k117_23215_3_SUL-F	gdh
k117_232294_2	rhz:RHPLAN_39080	k117_232294_2_SUL-F	purK
k117_233442_2	1122962.AULH01000025_gene3338	k117_233442_2_SUL-F	ugpC
k117_235037_1	A0A2V5ST44	k117_235037_1_SUL-F	purQ
k117_235299_1	436229.JOEH01000008_gene4192	k117_235299_1_SUL-F	phnC
k117_237485_1	A0A3D5DXK0	k117_237485_1_SUL-F	pyrG
k117_240053_3	1500301.JQMF01000022_gene5702	k117_240053_3_SUL-F	gdh
k117_246284_1	bvv:BHK69_25665	k117_246284_1_SUL-F	ugpE
k117_246729_2	196490.AUEZ01000013_gene4703	k117_246729_2_SUL-F	pyrF
k117_247637_3	1968.JOEV01000016_gene3907	k117_247637_3_SUL-F	pyrE
k117_248502_1	284044693	k117_248502_1_SUL-F	phoB
k117_249129_4	A0A3D5DME9	k117_249129_4_SUL-F	ppdK
k117_249649_4	1380390.JIAT01000010_gene4289	k117_249649_4_SUL-F	thyA
k117_249949_2	271962385	k117_249949_2_SUL-F	phnC
k117_251315_2	1187851.A33M_3287	k117_251315_2_SUL-F	spoT
k117_253490_1	347758172	k117_253490_1_SUL-F	purF
k117_25420_1	1463861.JNXE01000016_gene7394	k117_25420_1_SUL-F	phnL
k117_254401_1	312115626	k117_254401_1_SUL-F	phoB
k117_257092_1	A0A6N7IFC8	k117_257092_1_SUL-F	ugpC
k117_261158_1	A0A2W6BWN2	k117_261158_1_SUL-F	purQ
k117_262067_1	114327061	k117_262067_1_SUL-F	ptsH
k117_264252_1	A0A537SQR1	k117_264252_1_SUL-F	guaA
k117_265356_1	A0A3D5DVU3	k117_265356_1_SUL-F	adk
k117_266838_8	A0A3D5DU46	k117_266838_8_SUL-F	purM
k117_270273_1	1040989.AWZU01000001_gene5814	k117_270273_1_SUL-F	phoU
k117_270353_9	1230476.C207_04229	k117_270353_9_SUL-F	spoT
k117_270927_1	296268487	k117_270927_1_SUL-F	SenX3
k117_271068_1	876269.ARWA01000001_gene2008	k117_271068_1_SUL-F	pyrE
k117_278700_1	365528.KB891261_gene456	k117_278700_1_SUL-F	phoP
k117_280347_5	A0A538HB38	k117_280347_5_SUL-F	pyrE
k117_282612_1	434389977	k117_282612_1_SUL-F	gdh
k117_285078_2	271966137	k117_285078_2_SUL-F	phoB
k117_286336_2	336179845	k117_286336_2_SUL-F	ppk
k117_289057_1	A0A537SU39	k117_289057_1_SUL-F	pstS
k117_289236_1	163840345	k117_289236_1_SUL-F	purF
k117_291471_1	A0A132MXG8	k117_291471_1_SUL-F	guaB
k117_292742_3	284044967	k117_292742_3_SUL-F	purK
k117_292948_3	1040986.ATYO01000004_gene4945	k117_292948_3_SUL-F	pstA
k117_297017_4	284045660	k117_297017_4_SUL-F	pckG
k117_297700_3	A0A2V6K3R4	k117_297700_3_SUL-F	pyrE
k117_298619_4	A0A3D5DTE3	k117_298619_4_SUL-F	purF
k117_299600_1	A0A1Q7BGX8	k117_299600_1_SUL-F	pyrE
k117_301793_1	1121861.KB899910_gene749	k117_301793_1_SUL-F	ugpC
k117_302106_1	R5QMR5	k117_302106_1_SUL-F	tmk
k117_302807_2	A0A537TBA8	k117_302807_2_SUL-F	rpiA
k117_303790_1	1206733.BAGC01000100_gene6198	k117_303790_1_SUL-F	pyrF
k117_304133_1	A0A3D5DJP3	k117_304133_1_SUL-F	purN
k117_306017_2	684949.ATTJ01000003_gene3272	k117_306017_2_SUL-F	ugpC
k117_306840_1	1229172.JQFA01000002_gene3560	k117_306840_1_SUL-F	purH
k117_307834_2	105425.BBPL01000002_gene6533	k117_307834_2_SUL-F	adk
k117_308406_8	67281.JNZZ01000016_gene6450	k117_308406_8_SUL-F	ppa
k117_3090_4	1040986.ATYO01000044_gene2185	k117_3090_4_SUL-F	gmk
k117_309154_1	A0A2V9M3I0	k117_309154_1_SUL-F	gnd
k117_31203_2	A0A537UC79	k117_31203_2_SUL-F	ugpC
k117_314913_1	A0A538G0A1	k117_314913_1_SUL-F	ndk
k117_318769_1	1287116.X734_01215	k117_318769_1_SUL-F	phnK
k117_319040_1	284045831	k117_319040_1_SUL-F	purM
k117_319040_2	1380390.JIAT01000011_gene2272	k117_319040_2_SUL-F	purN
k117_319404_3	1348663.KCH_34780	k117_319404_3_SUL-F	pyrF
k117_326595_8	A0A2V5SSD3	k117_326595_8_SUL-F	purH
k117_33757_2	399742.Ent638_1263	k117_33757_2_SUL-F	purS
k117_354723_1	92116157	k117_354723_1_SUL-F	deoB
k117_357895_2	1068978.AMETH_0464	k117_357895_2_SUL-F	purH
k117_359765_7	1343740.M271_16350	k117_359765_7_SUL-F	pyrE
k117_359783_1	666684.AfiDRAFT_2848	k117_359783_1_SUL-F	phnC
k117_359989_3	58123.JOFJ01000001_gene3326	k117_359989_3_SUL-F	phoH
k117_36035_3	sgv:B1H19_35210	k117_36035_3_SUL-F	phnL
k117_361816_3	psin:CAK95_00505	k117_361816_3_SUL-F	ppdK
k117_363103_1	670292.JH26_26215	k117_363103_1_SUL-F	purN
k117_364793_1	sals:SLNWT_7133	k117_364793_1_SUL-F	ndk
k117_365010_2	1411123.JQNH01000001_gene2150	k117_365010_2_SUL-F	phoB
k117_366912_1	1206735.BAGG01000246_gene5955	k117_366912_1_SUL-F	gdh
k117_369396_7	219305.MCAG_05043	k117_369396_7_SUL-F	phnC
k117_373067_1	A0A2V6FTU7	k117_373067_1_SUL-F	purE
k117_37464_1	bic:LMTR13_13515	k117_37464_1_SUL-F	phnJ
k117_374654_1	316056.RPC_3210	k117_374654_1_SUL-F	pstB
k117_375478_1	570268.ANBB01000063_gene875	k117_375478_1_SUL-F	purB
k117_376858_1	A0A538EKS7	k117_376858_1_SUL-F	ugpC
k117_376881_1	1408224.SAMCCGM7_c2297	k117_376881_1_SUL-F	dut
k117_379987_1	108804850	k117_379987_1_SUL-F	pstB
k117_386207_1	253839.SSNG_02748	k117_386207_1_SUL-F	phoR
k117_391474_5	1380370.JIBA01000015_gene88	k117_391474_5_SUL-F	pyrE
k117_39176_3	cmb:CSW64_07225	k117_39176_3_SUL-F	purF
k117_395304_1	1463821.JOGR01000001_gene1369	k117_395304_1_SUL-F	phoB
k117_395504_4	1380356.JNIK01000019_gene338	k117_395504_4_SUL-F	tmk
k117_400222_1	154246644	k117_400222_1_SUL-F	phnC
k117_401524_3	929712.KI912613_gene3067	k117_401524_3_SUL-F	pyrE
k117_402343_4	1126627.BAWE01000004_gene4453	k117_402343_4_SUL-F	ugpQ
k117_405073_2	A0A537TA14	k117_40507_2_SUL-F	purH
k117_407830_2	1394178.AWOO02000027_gene5301	k117_407830_2_SUL-F	purD
k117_408278_5	gru:GCWB2_02195	k117_408278_5_SUL-F	gdh
k117_411066_3	rhz:RHPLAN_36220	k117_411066_3_SUL-F	pstB
k117_413894_1	33876.JNXY01000010_gene2550	k117_413894_1_SUL-F	phnC
k117_414773_3	1246448.ANAZ01000044_gene1242	k117_414773_3_SUL-F	purK
k117_416451_2	296268673	k117_416451_2_SUL-F	deoB
k117_418956_1	945550.VISI1226_12226	k117_418956_1_SUL-F	gnd
k117_419112_1	1245475.ANAE01000007_gene4488	k117_419112_1_SUL-F	guaB
k117_42029_4	A0A3D5DS92	k117_42029_4_SUL-F	purD
k117_421798_1	bprs:CK3_20730	k117_421798_1_SUL-F	gdh
k117_421824_1	1122175.ATXU01000003_gene641	k117_421824_1_SUL-F	phnC
k117_42231_1	vba:IMCC26134_05790	k117_42231_1_SUL-F	nrdD
k117_424492_6	A0A538MBA9	k117_424492_6_SUL-F	pyrG
k117_424550_1	172088.AUGA01000004_gene3893	k117_424550_1_SUL-F	phnT
k117_425120_3	A0A538KAQ0	k117_425120_3_SUL-F	purE
k117_425134_1	1408452.JAGZ01000014_gene2348	k117_425134_1_SUL-F	tmk
k117_42526_5	psin:CAK95_25715	k117_42526_5_SUL-F	purN
k117_427512_1	brn:D1F64_19740	k117_427512_1_SUL-F	gdh
k117_427783_2	A0A1Q3V2H3	k117_427783_2_SUL-F	guaB
k117_428412_3	1197906.CAJQ02000011_gene598	k117_428412_3_SUL-F	purL
k117_430354_1	rhz:RHPLAN_62010	k117_430354_1_SUL-F	pstB
k117_43181_4	1463887.KL590004_gene1868	k117_43181_4_SUL-F	purD
k117_431927_4	1123023.JIAI01000005_gene647	k117_431927_4_SUL-F	guaB
k117_435658_2	1968.JOEV01000044_gene2194	k117_435658_2_SUL-F	ugpC
k117_436809_2	117927757	k117_436809_2_SUL-F	pyk
k117_437092_4	28444.JODQ01000001_gene2051	k117_437092_4_SUL-F	deoB
k117_438861_4	A0A3D5DVQ3	k117_438861_4_SUL-F	gmk
k117_438896_3	1101191.KI912577_gene1682	k117_438896_3_SUL-F	SenX3
k117_441114_3	271962994	k117_441114_3_SUL-F	phnC
k117_441807_1	scx:AS200_38600	k117_441807_1_SUL-F	nrdD
k117_443926_1	1283299.AUKG01000004_gene1177	k117_443926_1_SUL-F	tmk
k117_444577_1	284045251	k117_444577_1_SUL-F	phnC
k117_44719_1	864069.MicloDRAFT_00008600	k117_44719_1_SUL-F	rpiA
k117_447975_2	1120949.KB903295_gene2300	k117_447975_2_SUL-F	phnC
k117_44868_1	1187851.A33M_2216	k117_44868_1_SUL-F	phoB
k117_451163_8	68194.JNXR01000052_gene2730	k117_451163_8_SUL-F	deoB
k117_451734_1	bvv:BHK69_09195	k117_451734_1_SUL-F	phnL
k117_454767_2	A0A6N6PNX0	k117_454767_2_SUL-F	gnd
k117_454888_4	749927.AMED_2527	k117_454888_4_SUL-F	purC
k117_458834_1	883078.HMPREF9695_02987	k117_458834_1_SUL-F	pstB
k117_464060_1	1297865.APJD01000003_gene6399	k117_464060_1_SUL-F	purE
k117_46448_5	1123229.AUBC01000006_gene857	k117_46448_9_SUL-F	adk
k117_46448_9	551789.ATVJ01000001_gene2605	k117_464487_1_SUL-F	guaA
k117_464878_1	A0A538GKK0	k117_464878_1_SUL-F	tmk
k117_466443_1	1463920.JOGB01000068_gene6272	k117_466443_1_SUL-F	adk
k117_466772_4	1120949.KB903295_gene2300	k117_466772_4_SUL-F	phnC
k117_467296_1	1120956.JHZK01000052_gene3132	k117_467296_1_SUL-F	tmk
k117_467304_1	A0A537PRX4	k117_467304_1_SUL-F	ugpC
k117_468385_2	794903.OPIT5_18355	k117_468385_2_SUL-F	ugpC
k117_469943_4	256372065	k117_469943_4_SUL-F	nrdD
k117_470515_1	215803.DB30_8112	k117_470515_1_SUL-F	phnC
k117_473101_2	284044971	k117_473101_2_SUL-F	pyk
k117_474037_2	296268488	k117_474037_2_SUL-F	RegX3
k117_475831_1	334337586	k117_475831_1_SUL-F	phnC
k117_476127_4	1336208.JADY01000001_gene865	k117_476127_4_SUL-F	ppk
k117_476255_2	A0A537LD97	k117_476255_2_SUL-F	purK
k117_480205_6	A0A538F1I2	k117_480205_6_SUL-F	tmk
k117_481640_2	1038860.AXAP01000055_gene3545	k117_481640_2_SUL-F	phoB
k117_482319_1	A0A3D5DS92	k117_482319_1_SUL-F	purD
k117_484521_1	1054213.HMPREF9946_04075	k117_484521_1_SUL-F	dcd
k117_486914_1	1054213.HMPREF9946_02021	k117_486914_1_SUL-F	phoR
k117_487537_3	A0A538GPF7	k117_487537_3_SUL-F	ndk
k117_487875_1	A0A3D5DXK0	k117_487875_1_SUL-F	pyrG
k117_489658_1	1137268.AZXF01000010_gene2734	k117_489658_1_SUL-F	purH
k117_491933_3	909613.UO65_6610	k117_491933_3_SUL-F	gdh
k117_492386_1	1297863.APJF01000019_gene2404	k117_492386_1_SUL-F	phnK
k117_493022_1	1120949.KB903295_gene2300	k117_493022_1_SUL-F	phnC
k117_493044_3	1137268.AZXF01000010_gene2734	k117_493044_3_SUL-F	purH
k117_496054_1	1449049.JONW01000007_gene4127	k117_496054_1_SUL-F	guaB
k117_49674_4	459287080	k117_49674_4_SUL-F	phoB
k117_49774_4	A0A1I5FDB1	k117_49774_4_SUL-F	purC
k117_499700_3	926564.KI911740_gene3369	k117_499700_3_SUL-F	purT
k117_504794_2	284046821	k117_504794_2_SUL-F	phoB
k117_508009_1	A0A1Q7BGX8	k117_508009_1_SUL-F	pyrE
k117_508256_1	A0A177R6E7	k117_508256_1_SUL-F	purM
k117_508343_4	384148994	k117_508343_4_SUL-F	guaB
k117_510180_1	28444.JODQ01000005_gene1251	k117_510180_1_SUL-F	dcd
k117_510893_1	113395.AXAI01000009_gene2505	k117_510893_1_SUL-F	phnC
k117_512995_2	33876.JNXY01000040_gene6757	k117_512995_2_SUL-F	purN
k117_514150_1	psin:CAK95_23120	k117_514150_1_SUL-F	purL
k117_51428_3	mmar:MODMU_2350	k117_51428_3_SUL-F	pps
k117_516065_1	561175.KB894098_gene5443	k117_516065_1_SUL-F	phnC
k117_519188_2	1038860.AXAP01000029_gene682	k117_519188_2_SUL-F	gnd
k117_520853_4	1463879.JOHP01000018_gene2484	k117_520853_4_SUL-F	dcd
k117_521360_3	591157.SSLG_05129	k117_521360_3_SUL-F	phoP
k117_523221_1	A0A3D5DMC0	k117_523221_1_SUL-F	purH
k117_523684_3	1040986.ATYO01000057_gene6076	k117_523684_3_SUL-F	deoB
k117_524904_2	A0A1Q3UNE7	k117_524904_2_SUL-F	ugpC
k117_524904_3	A0A6M1LV68	k117_524904_3_SUL-F	ugpC
k117_525207_1	A0A2V6L2T6	k117_525207_1_SUL-F	pyk
k117_526890_3	A0A538I207	k117_526890_3_SUL-F	purH
k117_527343_3	1122611.KB903996_gene7490	k117_527343_3_SUL-F	gdh
k117_529518_2	55952.BU52_03925	k117_529518_2_SUL-F	purN
k117_529861_1	28444.JODQ01000015_gene1719	k117_529861_1_SUL-F	guaA
k117_531163_1	rhz:RHPLAN_46490	k117_531163_1_SUL-F	pstB
k117_532484_3	119715213	k117_532484_3_SUL-F	phnC
k117_533820_1	269128318	k117_533820_1_SUL-F	RegX3
k117_53819_3	1236902.ANAS01000008_gene2358	k117_53819_3_SUL-F	pyrH
k117_53819_4	A0A2W4MSF7	k117_53819_4_SUL-F	pyrH
k117_540999_1	1197906.CAJQ02000034_gene2717	k117_540999_1_SUL-F	ptxB
k117_541220_2	rhz:RHPLAN_23480	k117_541220_2_SUL-F	pyrE
k117_541637_1	A0A2V2UE53	k117_541637_1_SUL-F	pstS
k117_545140_1	1380393.JHVP01000004_gene540	k117_545140_1_SUL-F	dut
k117_545204_2	1380346.JNIH01000076_gene727	k117_545204_2_SUL-F	ppk
k117_54535_2	pamn:JCM7685_0746	k117_54535_2_SUL-F	ppc
k117_547854_1	269124960	k117_547854_1_SUL-F	SenX3
k117_548051_2	1230476.C207_04461	k117_548051_2_SUL-F	pstB
k117_55010_2	247490.KSU1_D0866	k117_55010_2_SUL-F	phoP
k117_552421_1	1206101.AZXC01000001_gene4633	k117_552421_1_SUL-F	phnC
k117_554626_1	1394178.AWOO02000061_gene5947	k117_554626_1_SUL-F	nrdJ
k117_554829_1	A0A3D5DWC2	k117_554829_1_SUL-F	purK
k117_55512_1	A0A1H6DZM3	k117_55512_1_SUL-F	ppc
k117_555521_1	312114281	k117_555521_1_SUL-F	phnE
k117_556297_2	1120949.KB903295_gene2300	k117_556297_2_SUL-F	phnC
k117_556840_3	dco:SAMEA4475696_1662	k117_556840_3_SUL-F	cmk
k117_5778_3	1111121.HMPREF1247_0491	k117_5778_3_SUL-F	phnL
k117_59840_2	113395.AXAI01000077_gene6357	k117_59840_2_SUL-F	ptsH
k117_61321_3	A0A538MMH7	k117_61321_3_SUL-F	gnd
k117_62064_1	rhz:RHPLAN_45810	k117_62064_1_SUL-F	ugpC
k117_62223_3	cthm:CFE_0247	k117_62223_3_SUL-F	dut
k117_62600_3	A0A538EZ46	k117_62600_3_SUL-F	purH
k117_63105_3	A0A6I3BTZ9	k117_63105_3_SUL-F	pstA
k117_66326_1	A0A0A0BR86	k117_66326_1_SUL-F	purE
k117_70062_1	A0A3D5DME9	k117_70062_1_SUL-F	ppdK
k117_7030_2	745310.G432_06405	k117_7030_2_SUL-F	guaA
k117_70834_1	A0A538GKK0	k117_70834_1_SUL-F	tmk
k117_70950_1	28444.JODQ01000005_gene1251	k117_70950_1_SUL-F	dcd
k117_71003_3	333138.LQ50_21945	k117_71003_3_SUL-F	adk
k117_71607_1	994479.GL877878_gene2688	k117_71607_1_SUL-F	phnN
k117_72164_4	269125288	k117_72164_4_SUL-F	ugpC
k117_72573_3	1366046.HIMB11_01797	k117_72573_3_SUL-F	phnT
k117_74202_1	298654.FraEuI1c_2700	k117_74202_1_SUL-F	purM
k117_74471_1	A0A538JWW6	k117_74471_1_SUL-F	ugpC
k117_75290_2	A0A1Q3UNX9	k117_75290_2_SUL-F	purQ
k117_75290_4	A0A1Q3UNJ3	k117_75290_4_SUL-F	purS
k117_77026_2	1298864.AUEQ01000023_gene1375	k117_77026_2_SUL-F	gdh
k117_77716_4	A0A537SU39	k117_77716_4_SUL-F	pstS
k117_78179_4	lyd:D7I47_06115	k117_78179_4_SUL-F	phnK
k117_78406_4	883080.HMPREF9697_02637	k117_78406_4_SUL-F	pstB
k117_81400_3	1394178.AWOO02000087_gene932	k117_81400_3_SUL-F	ugpC
k117_82901_19	652103.Rpdx1_0435	k117_82901_19_SUL-F	pstB
k117_84506_3	497964.CfE428DRAFT_0657	k117_84506_3_SUL-F	dut
k117_88922_1	1120949.KB903301_gene6435	k117_88922_1_SUL-F	phnC
k117_89092_5	A0A257HGN8	k117_89092_5_SUL-F	purE
k117_9032_1	ntp:CRH09_18795	k117_9032_1_SUL-F	pyrE
k117_93075_1	269125277	k117_93075_1_SUL-F	pstB
k117_93870_2	91776784	k117_93870_2_SUL-F	purN
k117_98622_1	1187851.A33M_3287	k117_98622_1_SUL-F	spoT
k117_99142_1	459292570	k117_99142_1_SUL-F	purS
k117_99516_1	blag:BLTE_23680	k117_99516_1_SUL-F	ugpE
k117_10113_1	A0A6L5FQ18	k117_10113_1_SUL-LM	purD
k117_102324_3	316056.RPC_0111	k117_102324_3_SUL-LM	phnT
k117_106039_4	1026882.MAMP_02094	k117_106039_4_SUL-LM	pstA
k117_107956_1	465541.ATCJ01000005_gene3981	k117_107956_1_SUL-LM	SenX3
k117_11211_1	944435.AXAJ01000001_gene831	k117_11211_1_SUL-LM	gdh
k117_113231_1	749927.AMED_3757	k117_113231_1_SUL-LM	tmk
k117_116795_3	134097037	k117_116795_3_SUL-LM	phnK
k117_118785_3	1249627.D779_4041	k117_118785_3_SUL-LM	pstA
k117_119511_3	maq:Maqu_3240	k117_119511_3_SUL-LM	ptxC
k117_121532_4	469371.Tbis_1701	k117_121532_4_SUL-LM	purH
k117_122528_3	A0A6L5FH92	k117_122528_3_SUL-LM	phoU
k117_122613_1	A0A538MJM8	k117_122613_1_SUL-LM	pyrE
k117_123717_1	72160661	k117_123717_1_SUL-LM	phoP
k117_126269_4	208439.AJAP_20645	k117_126269_4_SUL-LM	purN
k117_127600_1	797515.HMPREF9103_01008	k117_127600_1_SUL-LM	purM
k117_127821_1	693986.MOC_1622	k117_127821_1_SUL-LM	phnC
k117_129644_4	rbg:BG454_16365	k117_129644_4_SUL-LM	phnC
k117_131202_3	1157943.KB892705_gene2711	k117_131202_3_SUL-LM	ugpC
k117_136659_1	570268.ANBB01000035_gene2365	k117_136659_1_SUL-LM	phoP
k117_139281_2	1123322.KB904705_gene27	k117_139281_2_SUL-LM	purN
k117_140882_2	40571.JOEA01000014_gene2045	k117_140882_2_SUL-LM	phoB
k117_144289_1	215803.DB30_8369	k117_144289_1_SUL-LM	phnC
k117_144471_2	1217720.ALOX01000065_gene3919	k117_144471_2_SUL-LM	gdh
k117_146076_1	sdf:ACG33_10575	k117_146_2_SUL-LM	phnC
k117_147135_2	A0A538IXN2	k117_147135_2_SUL-LM	ugpC
k117_147895_1	rhz:RHPLAN_07250	k117_147895_1_SUL-LM	purM
k117_148037_2	556570782	k117_148037_2_SUL-LM	deoB
k117_151478_3	357390136	k117_151478_3_SUL-LM	tmk
k117_151948_2	1380355.JNIJ01000009_gene1662	k117_151948_2_SUL-LM	ppd
k117_153962_4	strr:EKD16_10725	k117_153962_4_SUL-LM	guaA
k117_15819_1	269128318	k117_15819_1_SUL-LM	RegX3
k117_159462_3	585531.HMPREF0063_12826	k117_159462_3_SUL-LM	purQ
k117_160343_3	A0A537L8Z7	k117_160343_3_SUL-LM	pyrH
k117_163204_1	1122247.C731_1745	k117_163204_1_SUL-LM	purK
k117_166498_2	1380394.JADL01000011_gene3916	k117_166498_2_SUL-LM	phnT
k117_166893_4	mlg:CWB41_15415	k117_166893_4_SUL-LM	pyrE
k117_171100_1	35754.JNYJ01000031_gene7039	k117_171100_1_SUL-LM	phoP
k117_171836_2	937777.Deipe_3789	k117_171836_2_SUL-LM	prsA
k117_175032_4	A0A525JFR8	k117_175032_4_SUL-LM	pyk
k117_176799_2	1366050.N234_25135	k117_176799_2_SUL-LM	gdh
k117_177844_5	1206732.BAGD01000262_gene5882	k117_177844_5_SUL-LM	nrdD
k117_178004_3	slau:SLA_0700	k117_178004_3_SUL-LM	phnC
k117_17949_5	930166.CD58_17665	k117_17949_5_SUL-LM	gdh
k117_181896_1	bgq:X265_21645	k117_181896_1_SUL-LM	purM
k117_182898_4	446466.Cfla_3730	k117_182898_4_SUL-LM	pyrE
k117_184232_1	33898.JRHJ01000010_gene5084	k117_184232_1_SUL-LM	gdh
k117_18449_3	1283284.AZUK01000001_gene158	k117_18449_3_SUL-LM	pstB
k117_185171_4	1121940.AUDZ01000013_gene638	k117_185171_4_SUL-LM	purC
k117_187469_3	1038867.AXAY01000022_gene2853	k117_187469_3_SUL-LM	gnl
k117_188772_1	A0A538GE98	k117_188772_1_SUL-LM	pyrE
k117_191077_4	497964.CfE428DRAFT_2604	k117_191077_4_SUL-LM	dcd
k117_191908_1	1121106.JQKB01000098_gene1136	k117_191908_1_SUL-LM	pyk
k117_191934_2	meso:BSQ44_00305	k117_191934_2_SUL-LM	purN
k117_192611_1	357390797	k117_192611_1_SUL-LM	dcd
k117_193377_1	113395.AXAI01000015_gene377	k117_193377_1_SUL-LM	purA
k117_196455_3	1038859.AXAU01000026_gene2313	k117_196455_3_SUL-LM	ugpC
k117_196895_2	1120948.KB903217_gene1678	k117_196895_2_SUL-LM	phoB
k117_197346_2	298294325	k117_197346_2_SUL-LM	ptsH
k117_198311_2	113395.AXAI01000003_gene5782	k117_198311_2_SUL-LM	pyrF
k117_198952_1	2074.JNYD01000002_gene5411	k117_198952_1_SUL-LM	gdh
k117_1990_2	1230476.C207_00675	k117_1990_2_SUL-LM	purS
k117_200476_1	A0A537V4J3	k117_200476_1_SUL-LM	phoH
k117_201153_1	psin:CAK95_19800	k117_201153_1_SUL-LM	dcd
k117_201923_3	1245475.ANAE01000202_gene2169	k117_201923_3_SUL-LM	pbfA
k117_20210_1	metx:A3862_09510	k117_20210_1_SUL-LM	phnK
k117_202194_3	A0A521QZJ4	k117_202194_3_SUL-LM	ppa
k117_202293_1	srw:TUE45_05570	k117_202293_1_SUL-LM	ugpC
k117_202514_2	403508987	k117_202514_2_SUL-LM	RegX3
k117_207390_1	rhz:RHPLAN_06940	k117_207390_1_SUL-LM	pstB
k117_210971_8	arh:AHiyo8_50930	k117_210971_8_SUL-LM	adk
k117_211555_5	103733.JNYO01000015_gene3468	k117_211555_5_SUL-LM	pyrE
k117_21389_1	936572.HMPREF1148_0157	k117_21389_1_SUL-LM	pyrF
k117_21389_3	meti:DK427_18730	k117_21389_3_SUL-LM	ugpC
k117_21389_6	A0A537TAG7	k117_21389_6_SUL-LM	adk
k117_214757_3	1121479.AUBS01000028_gene525	k117_214757_3_SUL-LM	gdh
k117_215335_4	1187851.A33M_2447	k117_215335_4_SUL-LM	phoB
k117_215373_1	1348338.ADILRU_2383	k117_215373_1_SUL-LM	purL
k117_215982_4	A0A6N7IGG2	k117_215982_4_SUL-LM	pyrF
k117_216670_7	rpt:Rpal_4184	k117_216670_7_SUL-LM	dut
k117_217387_2	585531.HMPREF0063_12364	k117_217387_2_SUL-LM	deoB
k117_220903_5	A0A538M6R4	k117_220903_5_SUL-LM	pstS
k117_221037_1	1207063.P24_15449	k117_221037_1_SUL-LM	dut
k117_221447_4	58123.JOFJ01000011_gene4721	k117_221447_4_SUL-LM	phoB
k117_221819_2	1123237.Salmuc_01195	k117_221819_2_SUL-LM	phnC
k117_223483_3	666684.AfiDRAFT_1135	k117_223483_3_SUL-LM	adk
k117_225990_5	1288079.AUKN01000005_gene5058	k117_225990_5_SUL-LM	ugpC
k117_227371_1	65497.JODV01000002_gene4192	k117_227371_1_SUL-LM	RegX3
k117_229414_5	A0A6G1YQF5	k117_229414_5_SUL-LM	purP
k117_235148_2	1449350.OCH239_04455	k117_235148_2_SUL-LM	deoB
k117_236103_1	azt:TSH58p_22930	k117_236103_1_SUL-LM	phnC
k117_236126_3	220920380	k117_236126_3_SUL-LM	phnC
k117_236196_3	A0A538IJU9	k117_236196_3_SUL-LM	purQ
k117_236912_1	1380355.JNIJ01000026_gene1336	k117_236912_1_SUL-LM	phoB
k117_236963_3	1380394.JADL01000007_gene4558	k117_236963_3_SUL-LM	gnd
k117_237239_1	A0A023XSM9	k117_237239_1_SUL-LM	phnI
k117_239809_1	A0A538D9W9	k117_239809_1_SUL-LM	pyrH
k117_240487_2	A0A6G1YPJ4	k117_240487_2_SUL-LM	purM
k117_242755_2	bro:BRAD285_0200	k117_242755_2_SUL-LM	purK
k117_249834_4	745310.G432_09245	k117_249834_4_SUL-LM	pit
k117_249834_5	426117.M446_5972	k117_249834_5_SUL-LM	pit
k117_25035_1	483219.LILAB_00535	k117_25035_1_SUL-LM	phnC
k117_25044_1	1906.SFRA_18135	k117_25044_1_SUL-LM	purH
k117_250576_1	1231391.AMZF01000063_gene1101	k117_250576_1_SUL-LM	ugpC
k117_25133_2	A0A538L073	k117_25133_2_SUL-LM	adk
k117_251781_1	noa:BKM31_49090	k117_251781_1_SUL-LM	phoP
k117_251959_2	rhz:RHPLAN_22750	k117_251959_2_SUL-LM	phoP
k117_2596_5	A0A537VHZ9	k117_2596_5_SUL-LM	thyA
k117_262529_3	113395.AXAI01000009_gene2505	k117_262529_3_SUL-LM	phnC
k117_263164_1	220925175	k117_263164_1_SUL-LM	phnC
k117_26748_4	420324.KI912069_gene6360	k117_26748_4_SUL-LM	gdh
k117_268387_3	A0A358SSL7	k117_268387_3_SUL-LM	adk
k117_271604_6	1283299.AUKG01000005_gene64	k117_271604_6_SUL-LM	ppx
k117_275483_3	1197906.CAJQ02000010_gene3340	k117_275483_3_SUL-LM	phoB
k117_275596_1	A0A2V2SHH1	k117_275596_1_SUL-LM	pstB
k117_275596_3	A0A538GPV0	k117_275596_3_SUL-LM	pstS
k117_278335_2	A0A3D5DQS8	k117_278335_2_SUL-LM	tmk
k117_279274_1	1267535.KB906767_gene860	k117_279274_1_SUL-LM	gdh
k117_280181_2	666684.AfiDRAFT_1135	k117_280181_2_SUL-LM	adk
k117_280724_4	1187851.A33M_3278	k117_280724_4_SUL-LM	purN
k117_280758_2	269125947	k117_280758_2_SUL-LM	dut
k117_283051_3	525263.HMPREF0298_2295	k117_283051_3_SUL-LM	gdh
k117_283064_3	1306174.JODP01000001_gene4801	k117_283064_3_SUL-LM	purF
k117_283851_1	A0A538IJW1	k117_283851_1_SUL-LM	purD
